=== Full run: heuristic=CONTACT N_max=5000 ===
  k=200/5000 free=182 t=0.3s
  k=400/5000 free=375 t=1.9s
  k=600/5000 free=561 t=5.4s
  k=800/5000 free=745 t=11.3s
  k=1000/5000 free=933 t=21.0s
  k=1200/5000 free=1122 t=34.8s
  k=1400/5000 free=1313 t=52.6s
  k=1600/5000 free=1507 t=75.6s
  k=1800/5000 free=1699 t=106.1s
  k=2000/5000 free=1892 t=144.0s
  k=2200/5000 free=2086 t=187.9s
  k=2400/5000 free=2280 t=243.8s
