=== Full run: heuristic=BSSF N_max=5000 ===
  k=200/5000 free=174 t=0.4s
  k=400/5000 free=371 t=2.4s
  k=600/5000 free=552 t=5.6s
  k=800/5000 free=735 t=11.0s
  k=1000/5000 free=919 t=19.2s
  k=1200/5000 free=1094 t=31.6s
  k=1400/5000 free=1275 t=50.5s
  k=1600/5000 free=1468 t=75.2s
  k=1800/5000 free=1652 t=107.2s
  k=2000/5000 free=1840 t=149.5s
  k=2200/5000 free=2030 t=199.1s
  k=2400/5000 free=2221 t=266.0s
  k=2600/5000 free=2405 t=339.8s
  k=2800/5000 free=2590 t=430.1s
