=== Full run: heuristic=BAF N_max=50000 ===
  k=200/50000 free=179 t=0.0s
  k=15200/50000 free=14487 t=396.0s
  k=15400/50000 free=14677 t=406.7s
  k=15600/50000 free=14872 t=419.7s
  k=15800/50000 free=15060 t=431.8s
  k=16000/50000 free=15254 t=442.5s
  k=16200/50000 free=15446 t=459.2s
  k=16400/50000 free=15639 t=473.5s
  k=16600/50000 free=15824 t=487.2s
  k=16800/50000 free=16011 t=506.4s
  k=17000/50000 free=16202 t=524.0s
  k=17200/50000 free=16392 t=536.2s
  k=17400/50000 free=16585 t=543.5s
  k=17600/50000 free=16772 t=557.5s
  k=17800/50000 free=16966 t=566.2s
  k=18000/50000 free=17160 t=581.4s
  k=18200/50000 free=17350 t=598.8s
  k=18400/50000 free=17542 t=619.4s
  k=18600/50000 free=17733 t=632.9s
  k=18800/50000 free=17925 t=645.6s
  k=19000/50000 free=18114 t=654.4s
  k=19200/50000 free=18307 t=662.1s
  k=19400/50000 free=18500 t=670.1s
  k=19600/50000 free=18688 t=678.4s
  k=19800/50000 free=18879 t=686.8s
  k=20000/50000 free=19067 t=697.3s
  k=20200/50000 free=19261 t=706.7s
  k=20400/50000 free=19450 t=714.8s
  k=20600/50000 free=19644 t=726.2s
  k=20800/50000 free=19836 t=735.4s
  k=21000/50000 free=20029 t=751.5s
  k=21200/50000 free=20221 t=765.5s
  k=21400/50000 free=20417 t=776.3s
  k=21600/50000 free=20608 t=790.1s
  k=21800/50000 free=20800 t=800.2s
  k=22000/50000 free=20992 t=810.7s
  k=22200/50000 free=21187 t=829.8s
  k=22400/50000 free=21382 t=843.0s
  k=22600/50000 free=21576 t=857.7s
  k=22800/50000 free=21774 t=870.8s
  k=23000/50000 free=21962 t=881.5s
  k=23200/50000 free=22155 t=890.6s
  k=23400/50000 free=22349 t=899.0s
  k=23600/50000 free=22543 t=907.9s
  k=23800/50000 free=22735 t=915.6s
  k=24000/50000 free=22931 t=939.1s
  k=24200/50000 free=23123 t=965.0s
  k=24400/50000 free=23313 t=981.7s
  k=24600/50000 free=23503 t=995.2s
  k=24800/50000 free=23698 t=1023.0s
  k=25000/50000 free=23891 t=1039.9s
  k=25200/50000 free=24083 t=1068.4s
  k=25400/50000 free=24280 t=1088.5s
  k=25600/50000 free=24468 t=1106.8s
  k=25800/50000 free=24663 t=1125.3s
  k=26000/50000 free=24858 t=1149.5s
  k=26200/50000 free=25054 t=1179.6s
  k=26400/50000 free=25248 t=1199.8s
  k=26600/50000 free=25436 t=1211.0s
  k=26800/50000 free=25630 t=1222.6s
  k=27000/50000 free=25824 t=1233.1s
  k=27200/50000 free=26018 t=1245.6s
  k=27400/50000 free=26213 t=1255.9s
  k=27600/50000 free=26407 t=1268.1s
  k=27800/50000 free=26599 t=1288.4s
  k=28000/50000 free=26787 t=1301.7s
  k=28200/50000 free=26976 t=1325.4s
  k=28400/50000 free=27165 t=1352.6s
  k=28600/50000 free=27355 t=1375.0s
  k=28800/50000 free=27545 t=1385.2s
  k=29000/50000 free=27736 t=1401.0s
  k=29200/50000 free=27927 t=1422.2s
  k=29400/50000 free=28122 t=1433.3s
  k=29600/50000 free=28314 t=1450.6s
  k=29800/50000 free=28503 t=1480.8s
  k=30000/50000 free=28693 t=1515.0s
  k=30200/50000 free=28884 t=1550.3s
  k=30400/50000 free=29071 t=1596.4s
  k=30600/50000 free=29265 t=1634.6s
  k=30800/50000 free=29455 t=1686.9s
  k=31000/50000 free=29645 t=1739.3s
  k=31200/50000 free=29832 t=1776.3s
  k=31400/50000 free=30023 t=1815.2s
  k=31600/50000 free=30213 t=1850.3s
  k=31800/50000 free=30398 t=1883.7s
  k=32000/50000 free=30592 t=1902.9s
  k=32200/50000 free=30784 t=1932.4s
  k=32400/50000 free=30974 t=1975.7s
  k=32600/50000 free=31165 t=2015.3s
  k=32800/50000 free=31359 t=2047.6s
  k=33000/50000 free=31550 t=2073.7s
  k=33200/50000 free=31744 t=2102.2s
  k=33400/50000 free=31938 t=2148.8s
  k=33600/50000 free=32129 t=2188.4s
  k=33800/50000 free=32326 t=2203.2s
  k=34000/50000 free=32521 t=2216.8s
  k=34200/50000 free=32717 t=2245.8s
  k=34400/50000 free=32912 t=2270.8s
  k=34600/50000 free=33104 t=2304.0s
  k=34800/50000 free=33296 t=2326.5s
  k=35000/50000 free=33490 t=2369.4s
  k=35200/50000 free=33683 t=2413.3s
  k=35400/50000 free=33877 t=2466.6s
  k=35600/50000 free=34071 t=2507.2s
  k=35800/50000 free=34267 t=2548.0s
  k=36000/50000 free=34461 t=2579.3s
  k=36200/50000 free=34656 t=2607.7s
  k=36400/50000 free=34849 t=2660.4s
  k=36600/50000 free=35040 t=2696.0s
  k=36800/50000 free=35235 t=2733.1s
  k=37000/50000 free=35430 t=2782.9s
  k=37200/50000 free=35625 t=2853.9s
  k=37400/50000 free=35819 t=2892.6s
  k=37600/50000 free=36013 t=2933.2s
  k=37800/50000 free=36204 t=2971.2s
  k=38000/50000 free=36394 t=2989.7s
  k=38200/50000 free=36588 t=3030.0s
